UserID,ItemID,overall,Visuals,Direction,Story,Acting
4,1800263264,4,4,3,3,4
4,1800267910,5,5,5,5,5
4,1800272377,4,4,4,5,5
4,1800275050,4,5,3,3,4
4,1800285442,4,5,5,4,5
4,1800288820,4,5,4,4,4
4,1800322054,4,4,4,5,5
4,1800340271,3,3,3,3,3
4,1800340284,5,3,4,3,4
4,1800340322,5,5,5,4,4
4,1800340805,4,4,4,4,4
4,1800340927,3,5,3,2,3
4,1800340965,4,4,4,4,4
4,1800341113,5,3,4,5,4
4,1800341322,3,3,2,3,3
4,1800341652,5,5,5,5,5
4,1800341693,4,4,4,5,4
4,1800341717,4,4,5,4,4
4,1800342120,3,4,3,3,4
4,1800350099,5,5,5,5,5
4,1800350465,5,5,5,5,5
4,1800350986,1,1,1,1,1
4,1800351534,3,5,3,3,3
4,1800351979,4,4,4,5,4
4,1800352372,4,5,4,5,5
4,1800353541,4,5,5,5,5
4,1800353559,3,3,3,5,4
4,1800353571,4,4,4,3,4
4,1800353749,5,5,5,4,5
4,1800353817,3,4,4,3,3
4,1800353825,5,5,5,5,5
4,1800353972,5,5,5,5,5
4,1800354770,5,5,5,5,5
4,1800354943,2,3,2,2,2
4,1800359669,5,5,5,4,5
4,1800359873,3,5,3,3,4
4,1800362940,5,5,5,5,5
4,1800364042,5,4,4,5,5
4,1800367822,5,5,5,5,5
4,1800372697,1,3,1,1,2
4,1800373145,5,5,5,5,5
4,1800379216,4,5,5,4,5
4,1800381592,3,5,3,3,3
4,1800385821,5,5,5,5,5
4,1800419971,5,4,5,4,5
4,1800420000,3,4,2,3,2
4,1800420407,5,4,4,5,5
4,1800421128,1,2,1,1,1
4,1800421139,5,5,4,4,4
4,1800424013,4,2,2,2,4
4,1800424121,5,5,5,4,4
4,1800444945,4,5,5,5,5
4,1800552752,5,5,5,5,5
4,1802443561,4,4,3,4,3
4,1802761123,4,5,4,4,4
4,1802771203,3,5,3,3,5
4,1802813191,4,5,4,5,5
4,1802814933,5,5,5,5,5
4,1802821120,5,4,5,5,5
4,1802821765,3,3,3,3,4
4,1803453994,5,5,5,5,5
4,1803454613,5,5,5,4,4
4,1803470438,5,5,5,5,5
4,1803471095,3,4,2,2,3
4,1804030622,3,4,4,4,4
4,1804090603,4,5,4,5,5
4,1804094774,4,5,4,3,3
4,1804104810,2,4,3,3,3
4,1804104826,4,4,3,4,3
4,1804126078,3,4,2,3,3
4,1804133342,3,3,2,3,3
4,1804133346,5,5,5,5,5
4,1804361439,4,4,3,4,5
4,1804364753,5,5,5,5,5
4,1804364755,4,4,4,4,4
4,1804383542,4,5,5,5,5
4,1804383552,4,4,3,4,4
4,1804383559,3,5,4,3,4
4,1804383571,4,5,4,3,4
4,1804383585,5,5,5,5,5
4,1804408964,4,5,4,4,4
4,1804476866,4,5,4,3,3
4,1804516780,2,4,2,2,2
4,1804536438,4,5,5,5,5
4,1804707629,4,4,4,4,4
4,1804713420,4,4,4,4,5
4,1804713423,5,5,4,5,5
4,1804736435,2,3,3,1,4
4,1804736442,4,4,4,4,4
4,1804738128,5,5,5,5,5
4,1804857429,4,4,3,3,4
4,1804857894,5,5,5,4,5
4,1804861086,4,5,4,5,4
4,1804892925,4,5,5,5,4
4,1805535156,5,5,5,4,5
4,1805535161,4,4,4,4,4
4,1805535166,3,5,2,3,4
4,1805537010,5,5,5,5,5
4,1805540029,5,5,4,4,4
4,1807211778,3,4,3,3,3
4,1807426879,5,5,5,5,5
4,1807426884,4,4,3,4,3
4,1807426890,4,4,3,4,5
4,1807426893,5,5,5,5,5
4,1807428853,4,5,5,4,4
4,1807428926,5,5,5,5,5
4,1807432594,5,5,5,5,5
4,1807432841,5,5,5,5,5
4,1807437044,5,5,5,5,5
4,1807437047,5,4,4,5,5
4,1807473444,2,3,2,2,3
4,1807485310,3,4,2,3,3
4,1807537463,5,5,5,5,5
4,1807579301,5,5,4,5,5
4,1807592174,2,3,2,4,3
4,1807592183,5,5,5,5,5
4,1807599125,5,4,4,4,5
4,1807600137,5,5,5,5,5
4,1807615005,3,4,3,3,4
4,1807617199,4,5,4,3,4
4,1807634444,4,5,5,5,5
4,1807634506,5,5,5,5,5
4,1807634513,4,4,5,4,5
4,1807657647,3,4,3,3,3
4,1807731530,5,5,5,5,5
4,1807743620,3,5,4,3,3
4,1807745508,4,4,3,4,4
4,1807745519,5,5,4,5,5
4,1807751013,3,3,2,3,3
4,1807776036,4,4,5,4,5
4,1807776039,3,4,3,3,3
4,1807776045,4,4,3,4,4
4,1807776058,4,5,3,3,3
4,1807776063,3,3,2,3,3
4,1807784227,3,3,5,4,4
4,1807784298,5,4,4,4,4
4,1807809591,3,3,3,4,4
4,1807815980,4,3,3,4,5
4,1807816315,5,5,5,5,5
4,1807816319,4,5,5,4,5
4,1807838809,3,5,3,4,3
4,1807858489,4,5,4,5,5
4,1807858508,4,4,3,4,5
4,1807858511,3,3,2,3,3
4,1807859421,3,4,3,5,3
4,1807859436,5,5,5,5,5
4,1807879064,2,4,2,2,2
4,1807879445,4,4,4,5,4
4,1807993019,4,5,4,3,3
4,1808393853,4,4,3,3,2
4,1808396013,3,4,2,3,4
4,1808396025,2,5,3,2,3
4,1808396034,2,3,3,1,2
4,1808396460,3,5,5,5,5
4,1808402936,3,3,3,4,3
4,1808403329,4,5,4,4,5
4,1808403441,5,5,4,4,5
4,1808403465,5,5,5,5,5
4,1808403836,3,4,3,3,3
4,1808403975,5,5,5,5,5
4,1808404170,3,4,3,3,3
4,1808404541,3,4,3,2,3
4,1808404549,4,4,5,4,4
4,1808404659,4,4,4,4,4
4,1808405082,2,3,1,2,2
4,1808405308,4,5,3,4,4
4,1808405428,5,5,5,5,4
4,1808405515,5,5,5,4,5
4,1808406133,4,5,4,3,3
4,1808409320,4,4,4,4,4
4,1808409330,4,5,4,5,5
4,1808411870,5,5,4,5,5
4,1808411888,3,3,3,5,3
4,1808411996,5,5,5,5,5
4,1808412294,4,4,4,4,4
4,1808413978,5,5,5,5,5
4,1808414381,3,5,3,3,3
4,1808418671,2,2,2,2,2
4,1808418750,4,4,3,4,4
4,1808419749,5,5,5,5,4
4,1808421393,3,4,3,4,4
4,1808435651,3,4,3,4,4
4,1808435941,5,5,5,5,5
4,1808437039,5,5,5,5,5
4,1808437167,4,5,2,2,3
4,1808439408,4,3,4,4,5
4,1808439458,1,3,1,2,2
4,1808440470,5,4,4,5,5
4,1808440472,3,3,3,2,3
4,1808443070,5,5,4,4,5
4,1808465610,4,4,4,4,4
4,1808505356,3,4,3,5,4
8,1800018632,5,5,5,5,5
8,1800021677,5,5,5,4,5
8,1800222974,5,5,5,5,5
8,1800279502,2,5,5,5,2
8,1804318783,5,5,5,5,5
8,1804471389,1,1,2,2,2
8,1807566956,4,4,5,4,5
8,1807784268,5,5,5,5,5
8,1807816319,5,5,5,5,5
8,1807839027,4,2,4,4,4
8,1808402795,5,5,5,5,5
8,1808403441,5,5,5,5,5
8,1808405650,4,4,2,2,3
8,1808411901,4,5,5,5,5
8,1808429955,3,4,4,3,4
14,1800018659,4,5,5,5,5
14,1800018710,4,5,5,5,5
14,1800019068,4,5,5,5,5
14,1800019214,4,5,5,5,5
14,1800019431,5,5,5,5,5
14,1800019794,4,5,5,5,5
14,1800019859,4,5,5,5,5
14,1800020245,4,5,5,5,5
14,1800020307,4,5,5,5,5
14,1800020413,4,5,5,5,5
14,1800020455,5,5,5,5,5
14,1800020752,3,5,5,5,5
14,1800020871,4,5,5,5,5
14,1800022278,4,5,5,5,5
14,1800022581,5,5,5,5,5
14,1800023362,4,5,5,5,5
14,1800023508,4,5,5,5,5
14,1800023559,5,5,5,5,5
14,1800024725,5,5,5,5,5
14,1800025762,5,5,5,5,5
14,1800025778,4,5,5,5,5
14,1800026145,4,5,5,5,5
14,1800026393,5,5,5,5,5
14,1800026443,5,5,5,5,5
14,1800060243,4,5,5,5,5
14,1800060404,4,5,5,5,5
14,1800061237,4,5,5,5,5
14,1800072405,4,5,5,5,5
14,1800086589,4,5,5,5,5
14,1800088353,4,5,5,5,5
14,1800093913,4,5,5,5,5
14,1800105827,4,5,5,5,5
14,1800106376,4,5,5,5,5
14,1800120009,4,5,5,5,5
14,1800120902,4,5,5,5,5
14,1800129125,4,4,3,4,3
14,1800135814,4,5,5,5,5
14,1800148506,4,5,5,5,5
14,1800156847,4,5,5,5,5
14,1800160207,4,4,4,4,4
14,1800161524,4,5,5,5,5
14,1800164872,4,5,5,5,5
14,1800165349,4,5,5,5,5
14,1800184255,4,5,5,5,5
14,1800185256,4,5,5,5,5
14,1800193151,4,5,5,5,5
14,1800193940,4,5,5,5,5
14,1800196837,3,5,5,5,5
14,1800212379,4,5,4,5,4
14,1800216534,4,5,5,5,5
14,1800240415,4,5,5,5,5
14,1800245006,4,5,5,5,5
14,1800247298,4,5,5,5,5
14,1800253182,4,5,5,5,5
14,1800253215,5,5,5,5,5
14,1800258169,4,5,5,5,5
14,1800258211,4,5,5,5,5
14,1800261897,4,5,5,5,5
14,1800282126,5,5,5,5,5
14,1800288820,5,5,5,5,5
14,1800300930,4,5,5,5,5
14,1800317050,4,5,5,5,5
14,1800317443,3,5,5,5,5
14,1800341693,5,4,4,4,4
14,1800341783,5,5,5,5,5
14,1800342627,4,5,5,5,5
14,1800350986,4,5,5,5,5
14,1800353817,4,5,5,5,5
14,1800354130,4,5,5,5,5
14,1800354943,4,5,5,5,5
14,1800359660,4,5,5,5,5
14,1800359669,2,5,5,5,5
14,1800359873,4,5,5,5,5
14,1800359981,4,5,5,5,5
14,1800361193,5,5,5,5,5
14,1800379216,5,5,5,5,5
14,1800419988,5,4,4,4,4
14,1800420407,4,5,5,5,5
14,1800420528,4,5,5,5,5
14,1800421128,4,5,5,5,5
14,1800421139,5,5,5,5,5
14,1800424121,5,5,5,5,5
14,1802761123,4,5,5,5,5
14,1802771203,4,4,4,3,4
14,1802813191,5,5,5,5,5
14,1802813196,5,5,5,5,5
14,1802837507,4,4,4,4,4
14,1803454613,4,5,5,5,5
14,1803471095,4,5,5,5,5
14,1804090603,5,5,5,5,5
14,1804090611,5,5,5,5,5
14,1804094938,4,5,5,5,5
14,1804104796,5,5,5,5,5
14,1804104826,4,5,5,5,5
14,1804383552,4,4,4,3,3
14,1804383559,4,5,5,5,5
14,1804383585,4,5,5,5,5
14,1804476866,4,5,5,5,5
14,1804476882,4,4,4,4,4
14,1804477318,5,5,5,5,5
14,1804516780,4,5,5,5,5
14,1804555491,3,3,3,3,3
14,1804713423,4,5,5,5,5
14,1804738128,5,5,5,5,5
14,1804857429,3,3,3,3,3
14,1805535129,4,5,5,4,4
14,1805540029,4,5,5,5,5
14,1807211778,3,5,5,5,5
14,1807426884,4,5,5,5,5
14,1807426890,4,4,4,4,4
14,1807428631,4,5,5,5,5
14,1807432841,2,5,5,5,5
14,1807438892,4,4,4,4,4
14,1807537463,5,5,5,5,5
14,1807736420,4,5,5,5,5
14,1807776039,4,5,5,5,5
14,1807776055,4,5,5,5,5
14,1807838809,4,5,5,5,5
14,1807839027,5,4,4,4,4
14,1807858489,5,5,5,5,5
14,1807879445,4,4,4,4,4
14,1808393853,3,5,5,5,5
14,1808405428,5,5,5,5,5
14,1808405456,4,5,4,4,4
14,1808409320,4,5,5,5,5
14,1808411888,5,5,5,5,5
14,1808415451,5,5,5,5,5
14,1808416901,5,5,5,5,5
14,1808435651,4,4,4,4,4
14,1808437039,4,5,5,5,5
14,1808481189,4,5,5,5,5
19,1800020489,5,5,5,5,5
19,1800282126,5,4,4,5,4
19,1800350977,4,4,4,4,4
19,1800353571,4,4,4,4,4
19,1803242457,1,1,1,1,1
19,1803454613,5,5,4,5,4
19,1804318786,2,1,3,2,3
19,1804738128,5,4,5,4,5
19,1804851373,4,4,4,4,4
19,1805540036,5,5,4,5,5
19,1807432594,5,5,5,5,5
19,1807530862,4,4,4,4,4
19,1807592178,1,1,1,1,1
19,1807743620,4,4,4,5,2
19,1807761085,5,4,5,5,5
19,1807776039,5,4,4,5,5
19,1807858489,5,5,4,5,4
19,1808403030,5,5,5,5,5
19,1808405428,4,4,4,4,3
19,1808405650,4,4,4,5,4
19,1808406133,5,5,5,4,5
19,1808409407,4,5,3,3,2
21,1800018639,5,5,5,5,5
21,1800018964,5,5,5,5,5
21,1800019427,5,4,5,5,5
21,1800020928,5,5,5,5,5
21,1800022996,5,5,5,5,5
21,1800024141,5,5,5,5,5
21,1800026758,5,5,5,5,5
21,1800061638,5,5,5,5,5
21,1800062915,5,5,5,5,5
21,1800064266,5,5,5,5,5
21,1800111258,5,5,5,5,5
21,1800116994,5,5,5,5,5
21,1800121659,5,5,5,5,5
21,1800160207,5,5,5,5,5
21,1800174047,5,5,5,5,5
21,1800249512,5,5,5,5,5
21,1800257547,5,5,5,5,5
21,1800258211,5,5,5,5,5
21,1800279502,5,5,5,5,5
21,1800353545,4,4,4,4,4
21,1802761123,5,5,5,5,5
21,1802953401,5,5,5,5,5
21,1804713420,5,5,5,5,5
21,1804857429,5,5,5,5,5
21,1807761085,5,5,5,5,5
21,1807784268,5,5,5,5,5
21,1808402795,3,4,3,5,3
21,1808404091,5,5,5,3,5
21,1808404622,2,5,5,5,5
21,1808405250,5,5,5,5,5
21,1808405650,5,5,5,5,5
21,1808406133,5,5,5,5,5
21,1808412006,5,5,5,5,5
21,1808419778,4,4,4,4,4
21,1808429955,3,3,3,3,3
21,1808435938,4,5,3,4,5
21,1808435941,5,5,5,5,5
21,1808439571,5,5,5,5,5
21,1808472690,5,5,5,4,5
21,1808484089,5,4,5,5,5
28,1800019304,5,5,5,5,5
28,1800022060,4,5,4,4,4
28,1800026053,5,5,5,5,5
28,1800068492,5,5,5,5,5
28,1800074038,5,4,5,5,4
28,1800082735,5,4,5,5,5
28,1800085519,5,4,5,5,5
28,1800085537,4,3,4,4,4
28,1800105199,5,5,5,5,5
28,1800126187,5,5,5,5,5
28,1800126213,3,3,3,3,3
28,1800182293,5,5,5,5,5
28,1800217371,5,5,5,5,5
28,1800238578,5,5,5,5,5
28,1800295930,1,2,2,1,2
28,1800340580,4,4,4,4,4
28,1800362899,5,4,5,5,5
28,1800444945,5,5,5,4,5
28,1802822645,5,5,5,5,5
28,1803242036,4,4,4,4,4
28,1803470438,5,5,5,5,4
28,1803471098,4,4,4,4,4
28,1807634444,5,5,5,5,5
28,1807657647,5,4,5,5,5
31,1800019111,4,5,5,5,5
31,1800022982,5,5,5,5,5
31,1800025366,5,5,5,5,5
31,1800070006,5,5,5,5,5
31,1800070046,4,5,4,4,4
31,1800080788,5,5,5,5,5
31,1800088353,5,5,5,5,5
31,1800135311,5,5,4,5,5
31,1800139510,4,4,4,5,5
31,1800148506,5,5,5,5,5
31,1800155161,5,5,5,5,5
31,1800174173,5,5,5,5,5
31,1800174422,5,5,5,4,4
31,1800175415,5,5,5,5,5
31,1800183219,4,5,5,5,5
31,1800185256,5,5,5,5,5
31,1800190780,5,5,5,5,5
31,1800196837,5,5,5,4,5
31,1800198010,5,4,4,5,5
31,1800235870,3,3,5,5,5
31,1800238182,5,5,5,5,5
31,1800240440,5,5,5,5,5
31,1800253215,5,4,4,5,5
31,1800340927,5,5,5,5,5
31,1800341693,5,5,5,5,5
31,1800341783,5,5,4,4,4
31,1800353817,5,5,5,5,5
31,1800366478,5,5,5,5,5
31,1802837507,5,4,5,4,5
31,1803454613,5,4,5,5,5
31,1804090603,5,4,5,5,5
31,1804516780,4,4,4,5,5
31,1804738128,5,5,4,5,5
31,1807432594,5,5,5,4,4
31,1807745508,5,5,5,5,5
31,1808402936,5,5,5,5,5
52,1800103041,5,5,5,5,5
52,1800424121,5,5,5,5,5
52,1804484483,5,5,5,5,5
52,1804724738,1,5,5,5,5
52,1807432594,5,5,5,5,5
52,1807816319,1,2,1,1,1
52,1807816356,4,5,5,5,5
52,1807858520,4,5,5,5,5
52,1808403236,4,5,5,5,5
52,1808403703,3,5,5,5,5
52,1808404343,4,5,5,5,5
52,1808404477,5,5,5,5,5
52,1808405515,5,5,5,5,5
52,1808411870,5,5,5,5,5
52,1808439335,5,5,5,5,5
52,1808443070,5,5,5,5,5
55,1800018548,4,4,4,4,4
55,1800018623,4,4,4,4,4
55,1800018632,5,5,5,5,5
55,1800018639,4,4,4,4,4
55,1800018654,3,3,3,3,3
55,1800018676,4,4,4,4,4
55,1800018710,4,4,4,4,4
55,1800019111,4,4,4,4,4
55,1800019218,4,4,4,5,4
55,1800019244,4,4,4,4,4
55,1800019304,5,5,5,5,5
55,1800019316,4,5,5,4,4
55,1800019512,4,4,4,4,4
55,1800019695,4,4,4,4,4
55,1800019794,4,4,4,4,4
55,1800019859,4,4,4,4,4
55,1800020307,4,4,4,4,4
55,1800020374,4,4,4,4,4
55,1800020455,4,4,4,4,4
55,1800020664,5,5,5,5,5
55,1800020867,4,4,4,4,4
55,1800021677,4,4,4,4,4
55,1800021839,4,4,4,4,4
55,1800021967,4,4,4,4,4
55,1800022026,4,4,4,4,5
55,1800022106,4,4,4,4,4
55,1800022145,4,4,4,4,4
55,1800022439,3,4,4,3,3
55,1800022746,5,5,5,5,5
55,1800022982,5,5,5,5,5
55,1800023559,5,4,4,5,5
55,1800024701,4,4,4,4,4
55,1800025230,4,4,4,4,4
55,1800025551,5,5,5,5,5
55,1800025652,4,4,4,4,4
55,1800026083,4,4,4,4,4
55,1800026145,5,4,4,5,5
55,1800026205,4,4,4,4,4
55,1800033734,3,3,3,3,3
55,1800035407,4,4,4,4,4
55,1800035416,4,4,4,4,4
55,1800035718,4,4,4,4,4
55,1800036465,3,3,3,3,3
55,1800037822,4,4,4,4,4
55,1800037921,4,4,4,3,4
55,1800040961,4,4,4,4,4
55,1800040967,4,4,4,4,4
55,1800042361,3,3,3,3,3
55,1800047330,3,3,3,3,3
55,1800049701,4,4,4,4,4
55,1800051573,4,4,4,4,4
55,1800052437,4,4,4,4,4
55,1800054358,4,4,4,4,4
55,1800057578,4,4,4,4,4
55,1800061638,4,4,4,4,4
55,1800062205,4,4,4,4,4
55,1800064784,4,4,4,4,4
55,1800067855,3,3,3,3,4
55,1800068037,4,4,4,4,4
55,1800068492,4,4,4,3,4
55,1800070872,4,4,4,4,4
55,1800071729,4,4,4,4,4
55,1800071790,5,5,5,5,5
55,1800071965,4,4,4,4,4
55,1800072614,4,4,4,4,4
55,1800073239,4,4,4,4,4
55,1800076684,3,2,3,2,3
55,1800076940,4,4,4,4,4
55,1800088353,4,4,4,4,5
55,1800088536,4,4,4,4,4
55,1800090263,4,4,4,4,4
55,1800092207,4,4,4,4,4
55,1800098312,5,5,5,5,5
55,1800101755,4,4,4,4,4
55,1800102800,5,4,4,5,5
55,1800104285,4,4,4,4,4
55,1800107366,4,4,4,4,5
55,1800108021,4,4,4,4,4
55,1800108333,4,4,4,4,4
55,1800111258,4,4,4,4,4
55,1800112191,4,4,4,4,4
55,1800112338,4,4,4,4,4
55,1800112852,4,4,4,4,4
55,1800116994,3,3,3,3,3
55,1800118146,4,4,4,4,4
55,1800119695,4,4,4,4,4
55,1800119952,2,2,2,2,2
55,1800120895,4,4,4,4,4
55,1800122300,4,4,4,4,4
55,1800123020,4,4,4,4,4
55,1800125214,4,4,4,4,4
55,1800129125,4,4,4,4,4
55,1800133612,4,4,4,4,4
55,1800134855,4,4,4,4,4
55,1800135311,3,4,3,3,3
55,1800135814,4,4,4,4,4
55,1800137982,4,4,4,4,4
55,1800150158,4,4,4,4,4
